UNITID,COSTT4_A,COSTT4_P
24893404,NULL,NULL
24893405,NULL,NULL
24893406,NULL,NULL
24893407,NULL,NULL
24893408,NULL,NULL
24893409,NULL,NULL
24893410,NULL,NULL
24893411,NULL,NULL
24893412,NULL,NULL
24893413,NULL,NULL
24893414,NULL,NULL
24893415,NULL,NULL
24893416,NULL,NULL
24893417,NULL,NULL
24893418,NULL,NULL
36520401,NULL,NULL
36520402,NULL,NULL
36520403,NULL,NULL
36520404,NULL,NULL
36520405,NULL,NULL
36520406,NULL,NULL
36520407,NULL,NULL
36520408,NULL,NULL
36520409,NULL,NULL
36662301,NULL,NULL
37369601,NULL,NULL
37727201,NULL,NULL
37728101,NULL,NULL
37728102,NULL,NULL
37728103,NULL,NULL
38561901,NULL,NULL
38561902,NULL,NULL
38561903,NULL,NULL
38561904,NULL,NULL
40884401,NULL,NULL
40884402,NULL,NULL
41724801,NULL,NULL
41822301,NULL,NULL
41829601,NULL,NULL
41829602,NULL,NULL
41829603,NULL,NULL
41918301,NULL,NULL
42312001,NULL,NULL
42799101,NULL,NULL
42799102,NULL,NULL
42817001,NULL,NULL
43018401,NULL,NULL
43018402,NULL,NULL
43018403,NULL,NULL
43018404,NULL,NULL
43342002,NULL,NULL
43401601,NULL,NULL
43482101,NULL,NULL
44098901,NULL,NULL
44098902,NULL,NULL
44098904,NULL,NULL
44376601,NULL,NULL
44376602,NULL,NULL
44376603,NULL,NULL
44378401,NULL,NULL
44378403,NULL,NULL
44378404,NULL,NULL
44378405,NULL,NULL
44378406,NULL,NULL
44434301,NULL,NULL
44434302,NULL,NULL
44452901,NULL,NULL
44467101,NULL,NULL
44473201,NULL,NULL
44781001,NULL,NULL
44784701,NULL,NULL
44801701,NULL,NULL
44867301,NULL,NULL
44867302,NULL,NULL
44867303,NULL,NULL
44903802,NULL,NULL
44903803,NULL,NULL
44903804,NULL,NULL
44903805,NULL,NULL
44903806,NULL,NULL
44903808,NULL,NULL
44903809,NULL,NULL
44936601,NULL,NULL
44946301,NULL,NULL
44970001,NULL,NULL
44970002,NULL,NULL
44970003,NULL,NULL
44970004,NULL,NULL
44977302,NULL,NULL
45037701,NULL,NULL
45037702,NULL,NULL
45037703,NULL,NULL
45057102,NULL,NULL
45098801,NULL,NULL
45133401,NULL,NULL
45175001,NULL,NULL
45175002,NULL,NULL
45316301,NULL,NULL
45316302,NULL,NULL
45316303,NULL,NULL
45316304,NULL,NULL
45316305,NULL,NULL
45316306,NULL,NULL
45321501,NULL,NULL
45321503,NULL,NULL
45486501,NULL,NULL
45491701,NULL,NULL
45519601,NULL,NULL
45519602,NULL,NULL
45519603,NULL,NULL
45519604,NULL,NULL
45519605,NULL,NULL
45538101,NULL,NULL
45595601,NULL,NULL
45763301,NULL,NULL
45776701,NULL,NULL
45891901,NULL,NULL
45891902,NULL,NULL
45891903,NULL,NULL
45891904,NULL,NULL
45891905,NULL,NULL
45891906,NULL,NULL
45891907,NULL,NULL
45891908,NULL,NULL
45891909,NULL,NULL
45896401,NULL,NULL
45896402,NULL,NULL
45897303,NULL,NULL
45897305,NULL,NULL
45897306,NULL,NULL
45897307,NULL,NULL
45897308,NULL,NULL
45897309,NULL,NULL
45920401,NULL,NULL
45937401,NULL,NULL
46131501,NULL,NULL
46182901,NULL,NULL
46185601,NULL,NULL
47501501,NULL,NULL
47503301,NULL,NULL
47503302,NULL,NULL
47503303,NULL,NULL
47503304,NULL,NULL
47503305,NULL,NULL
47503306,NULL,NULL
47503307,NULL,NULL
47503308,NULL,NULL
47503309,NULL,NULL
47503310,NULL,NULL
47503311,NULL,NULL
47503312,NULL,NULL
47503313,NULL,NULL
47503314,NULL,NULL
47503315,NULL,NULL
47503316,NULL,NULL
47662901,NULL,NULL
47699301,NULL,NULL
48002801,NULL,NULL
48065701,NULL,NULL
48079001,NULL,NULL
48092101,NULL,NULL
48133101,NULL,NULL
48325801,NULL,NULL
48325802,NULL,NULL
48379901,NULL,NULL
48385001,NULL,NULL
48387801,NULL,NULL
48400201,NULL,NULL
48400202,NULL,NULL
48486201,NULL,NULL
48511101,NULL,NULL
48511102,NULL,NULL
48511103,NULL,NULL
48511104,NULL,NULL
48511105,NULL,NULL
48511106,NULL,NULL
48511107,NULL,NULL
48511108,NULL,NULL
48511109,NULL,NULL
48511110,NULL,NULL
48511111,NULL,NULL
48511112,NULL,NULL
48511113,NULL,NULL
48616901,NULL,NULL
49005401,NULL,NULL
49022101,NULL,NULL
49146401,NULL,NULL
49175601,NULL,NULL
49178301,NULL,NULL
49501301,NULL,NULL
49501302,NULL,NULL
49576701,NULL,NULL
49576702,NULL,NULL
49576703,NULL,NULL
49576704,NULL,NULL
49576705,NULL,NULL
49576706,NULL,NULL
49576707,NULL,NULL
49576708,NULL,NULL
49576709,NULL,NULL
49576710,NULL,NULL
49576711,NULL,NULL
49576712,NULL,NULL
49576713,NULL,NULL
49576714,NULL,NULL
49576715,NULL,NULL
49576716,NULL,NULL
49576717,NULL,NULL
49576718,NULL,NULL
49576719,NULL,NULL
49576720,NULL,NULL
49576721,NULL,NULL
49576722,NULL,NULL
49576723,NULL,NULL
155098,10013,NULL
170657,10017,NULL
139278,10042,NULL
177135,10045,NULL
137315,10057,NULL
144175,10070,NULL
199263,10087,NULL
233037,10123,NULL
363633,10128,NULL
243638,10133,NULL
146506,10140,NULL
107327,10173,NULL
198923,10205,NULL
172200,10207,NULL
238014,10228,NULL
170240,10230,NULL
171395,10232,NULL
115861,10240,NULL
201283,10242,NULL
134608,10266,NULL
101028,10275,NULL
218025,10293,NULL
449135,10296,NULL
170541,10309,NULL
241766,10334,NULL
166887,10354,NULL
489201,10355,NULL
171304,10369,NULL
147378,10386,NULL
144157,10390,NULL
205841,10405,NULL
216825,10405,NULL
180160,10410,NULL
231697,10432,NULL
201928,10461,NULL
107619,10475,NULL
213525,10488,NULL
102030,10492,NULL
101240,10527,NULL
367459,10541,NULL
211343,10561,NULL
199926,10578,NULL
203599,10588,NULL
226204,10600,NULL
180328,10608,NULL
441690,10654,NULL
148292,10658,NULL
143613,10663,NULL
175573,10663,NULL
199087,10674,NULL
104346,10699,NULL
108807,10701,NULL
138187,10735,NULL
199892,10751,NULL
232052,10768,NULL
148937,10801,NULL
233019,10812,NULL
434900,10815,NULL
224615,10819,NULL
217615,10824,NULL
119164,10827,NULL
404806,10836,NULL
486576,10840,NULL
169521,10851,NULL
228547,10851,NULL
222576,10856,NULL
446774,10871,NULL
130040,10880,NULL
198552,10895,NULL
157739,10899,NULL
494287,10900,NULL
157553,10914,NULL
137281,10917,NULL
155104,10927,NULL
136400,10934,NULL
117195,10947,NULL
199838,10976,NULL
149532,10977,NULL
139384,10980,NULL
376321,10984,NULL
241304,10986,NULL
199467,10987,NULL
203881,10987,NULL
114789,10995,NULL
418782,10995,NULL
135188,10998,NULL
229540,10998,NULL
181543,11009,NULL
194240,11009,NULL
172635,11013,NULL
145831,11014,NULL
187639,11024,NULL
231873,11025,NULL
113096,11035,NULL
199494,11038,NULL
494685,11054,NULL
199449,11058,NULL
156790,11062,NULL
230746,11068,NULL
223320,11069,NULL
228608,11069,NULL
149365,11077,NULL
242112,11081,NULL
245625,11081,NULL
198118,11083,NULL
224350,11091,NULL
202222,11096,NULL
146685,11100,NULL
101514,11128,NULL
232575,11130,NULL
469416,11146,NULL
101301,11154,NULL
106795,11154,NULL
165033,11156,NULL
436553,11175,NULL
420723,11177,NULL
175829,11187,NULL
193946,11187,NULL
176178,11193,NULL
199856,11193,NULL
244446,11194,NULL
175883,11200,NULL
141255,11201,NULL
191083,11203,NULL
419703,11204,NULL
147800,11218,NULL
246354,11219,NULL
232450,11234,NULL
419721,11234,NULL
482228,11238,NULL
226134,11250,NULL
134343,11258,NULL
200466,11262,NULL
232414,11263,NULL
190169,11269,NULL
443562,11278,NULL
161864,11306,NULL
198011,11314,NULL
219277,11327,NULL
140678,11328,NULL
419712,11329,NULL
107549,11345,NULL
135717,11345,NULL
122977,11347,NULL
176354,11347,NULL
240745,11347,NULL
104425,11353,NULL
197814,11359,NULL
140331,11361,NULL
115001,11366,NULL
198710,11373,NULL
121044,11386,NULL
177472,11386,NULL
420398,11394,NULL
115126,11401,NULL
207281,11403,NULL
199731,11405,NULL
146205,11409,NULL
123341,11415,NULL
146366,11417,NULL
247834,11419,NULL
490081,11420,NULL
146348,11443,NULL
217475,11446,NULL
488730,11448,NULL
126711,11457,NULL
199324,11488,NULL
187666,11491,NULL
115296,11511,NULL
366395,11515,NULL
399212,11518,NULL
139463,11526,NULL
207449,11526,NULL
102076,11531,NULL
155186,11540,NULL
236692,11542,NULL
198260,11543,NULL
221397,11543,NULL
169275,11549,NULL
224642,11549,NULL
229504,11550,NULL
366401,11565,NULL
141006,11576,NULL
175643,11577,NULL
172291,11579,NULL
157304,11586,NULL
184791,11589,NULL
225070,11589,NULL
246813,11597,NULL
183938,11606,NULL
199722,11610,NULL
143215,11621,NULL
444219,11622,NULL
143279,11625,NULL
198774,11629,NULL
197850,11633,NULL
139153,11650,NULL
154925,11650,NULL
200208,11652,NULL
237817,11655,NULL
222062,11659,NULL
187596,11664,NULL
187620,11665,NULL
201973,11668,NULL
483036,11669,NULL
206446,11674,NULL
118912,11676,NULL
181312,11678,NULL
186645,11685,NULL
234696,11694,NULL
175935,11696,NULL
243106,11704,NULL
156860,11706,NULL
120342,11715,NULL
154998,11716,NULL
162706,11720,NULL
232195,11722,NULL
190530,11750,NULL
107460,11751,NULL
204255,11752,NULL
455512,11759,NULL
156392,11766,NULL
218894,11766,NULL
111461,11774,NULL
232867,11774,NULL
121707,11792,NULL
446251,11800,NULL
181817,11802,NULL
198729,11811,NULL
129543,11816,NULL
366465,11819,NULL
222992,11821,NULL
233754,11826,NULL
137078,11834,NULL
199333,11835,NULL
170587,11841,NULL
227924,11854,NULL
211079,11860,NULL
430670,11865,NULL
205966,11869,NULL
204802,11871,NULL
260372,11872,NULL
195322,11879,NULL
233949,11879,NULL
146278,11893,NULL
157331,11894,NULL
240620,11894,NULL
118930,11905,NULL
228158,11908,NULL
176239,11911,NULL
141796,11912,NULL
247940,11920,NULL
179539,11924,NULL
208390,11928,NULL
106148,11934,NULL
129808,11935,NULL
233116,11936,NULL
368911,11954,NULL
157711,11956,NULL
185509,11963,NULL
414911,11967,NULL
121363,11968,NULL
145521,11969,NULL
188100,11971,NULL
139700,11974,NULL
116439,11978,NULL
142559,11990,NULL
241614,12003,NULL
198534,12009,NULL
101462,12015,NULL
156851,12017,NULL
123299,12023,NULL
227304,12024,NULL
204866,12033,NULL
155858,12041,NULL
156231,12041,NULL
199740,12042,NULL
221485,12050,NULL
233310,12052,NULL
226116,12055,NULL
233903,12057,NULL
117645,12061,NULL
455114,12064,NULL
232788,12071,NULL
206923,12072,NULL
121619,12076,NULL
162122,12100,NULL
449658,12100,NULL
156648,12115,NULL
207397,12130,NULL
484932,12130,NULL
221643,12146,NULL
155201,12148,NULL
107743,12152,NULL
218353,12160,NULL
175810,12162,NULL
237686,12163,NULL
148256,12171,NULL
204820,12175,NULL
125499,12182,NULL
196699,12182,NULL
204848,12188,NULL
187198,12194,NULL
142443,12203,NULL
439862,12203,NULL
227854,12208,NULL
147004,12214,NULL
218858,12225,NULL
148991,12226,NULL
109208,12243,NULL
121886,12245,NULL
129729,12245,NULL
179308,12245,NULL
227687,12248,NULL
107974,12251,NULL
139357,12259,NULL
157438,12279,NULL
198914,12285,NULL
182306,12288,NULL
230418,12291,NULL
438708,12292,NULL
162690,12303,NULL
222822,12303,NULL
183877,12307,NULL
142179,12309,NULL
167376,12314,NULL
241225,12314,NULL
112172,12322,NULL
230597,12322,NULL
105206,12325,NULL
198367,12326,NULL
211307,12328,NULL
178448,12329,NULL
187958,12347,NULL
136233,12351,NULL
180902,12352,NULL
162104,12353,NULL
177995,12358,NULL
188021,12362,NULL
154378,12365,NULL
461315,12367,NULL
383996,12372,NULL
107725,12374,NULL
169974,12376,NULL
111920,12377,NULL
142522,12381,NULL
114938,12401,NULL
167534,12401,NULL
217837,12406,NULL
175652,12407,NULL
240514,12408,NULL
182005,12414,NULL
210234,12415,NULL
200554,12422,NULL
240505,12427,NULL
122384,12431,NULL
107521,12436,NULL
180054,12440,NULL
207935,12440,NULL
156921,12442,NULL
193478,12443,NULL
218140,12449,NULL
130606,12455,NULL
204839,12462,NULL
494278,12467,NULL
441760,12471,NULL
236753,12489,NULL
441070,12491,NULL
199485,12493,NULL
233639,12501,NULL
102313,12505,NULL
241836,12505,NULL
155450,12506,NULL
207050,12523,NULL
403487,12524,NULL
176336,12525,NULL
146418,12526,NULL
229832,12530,NULL
431929,12535,NULL
101295,12537,NULL
191339,12541,NULL
128577,12543,NULL
184995,12543,NULL
198039,12552,NULL
153922,12554,NULL
158088,12589,NULL
236708,12594,NULL
148821,12596,NULL
144865,12606,NULL
156338,12613,NULL
243151,12618,NULL
239442,12638,NULL
157483,12648,NULL
161192,12651,NULL
184481,12653,NULL
135522,12676,NULL
180249,12678,NULL
434672,12685,NULL
147411,12695,NULL
180373,12703,NULL
228699,12704,NULL
238397,12707,NULL
130004,12710,NULL
495147,12715,NULL
107637,12716,NULL
167312,12716,NULL
117052,12717,NULL
113218,12722,NULL
242149,12734,NULL
190673,12744,NULL
218830,12749,NULL
177676,12752,NULL
198507,12754,NULL
106883,12762,NULL
155195,12763,NULL
207564,12765,NULL
122180,12766,NULL
180203,12770,NULL
403469,12772,NULL
203492,12775,NULL
214111,12776,NULL
177250,12782,NULL
199795,12783,NULL
203526,12783,NULL
198251,12784,NULL
129695,12790,NULL
190521,12796,NULL
188216,12798,NULL
189839,12804,NULL
198817,12804,NULL
123800,12806,NULL
236513,12829,NULL
187994,12836,NULL
113333,12838,NULL
154952,12849,NULL
380377,12859,NULL
403478,12860,NULL
455974,12863,NULL
119216,12865,NULL
149842,12871,NULL
224891,12875,NULL
219824,12885,NULL
126207,12903,NULL
130396,12907,NULL
203465,12914,NULL
183141,12918,NULL
138901,12927,NULL
145707,12940,NULL
126119,12942,NULL
162609,12943,NULL
188261,12947,NULL
184205,12956,NULL
221184,12957,NULL
225520,12963,NULL
444954,12964,NULL
106625,12970,NULL
221908,12977,NULL
133386,12978,NULL
140942,12978,NULL
171234,12981,NULL
197887,12989,NULL
486594,12994,NULL
220057,13013,NULL
174604,13022,NULL
475565,13029,NULL
120971,13033,NULL
147916,13034,NULL
154642,13048,NULL
231882,13050,NULL
151360,13054,NULL
213659,13057,NULL
198905,13071,NULL
137209,13075,NULL
243832,13088,NULL
233772,13090,NULL
123563,13091,NULL
219888,13094,NULL
236887,13095,NULL
240125,13104,NULL
101736,13107,NULL
209250,13123,NULL
243346,13136,NULL
243601,13136,NULL
420431,13136,NULL
130907,13138,NULL
122339,13143,NULL
150987,13149,NULL
188049,13150,NULL
161581,13156,NULL
140243,13171,NULL
243841,13183,NULL
176071,13189,NULL
115393,13195,NULL
226578,13197,NULL
190594,13219,NULL
122375,13223,NULL
141680,13226,NULL
235750,13230,NULL
239372,13233,NULL
122205,13237,NULL
176169,13245,NULL
227386,13252,NULL
243212,13272,NULL
166133,13273,NULL
227401,13282,NULL
190442,13284,NULL
241739,13286,NULL
460677,13286,NULL
166823,13308,NULL
171483,13311,NULL
222053,13317,NULL
236072,13318,NULL
440651,13321,NULL
169992,13326,NULL
203474,13328,NULL
238759,13345,NULL
138558,13361,NULL
171155,13373,NULL
198455,13381,NULL
182500,13389,NULL
198084,13391,NULL
141811,13392,NULL
181491,13404,NULL
226152,13408,NULL
242635,13419,NULL
242626,13424,NULL
225371,13437,NULL
204945,13447,NULL
148672,13448,NULL
428392,13451,NULL
203483,13461,NULL
190619,13470,NULL
107318,13473,NULL
180647,13476,NULL
200022,13476,NULL
235334,13484,NULL
242662,13488,NULL
117894,13497,NULL
225308,13502,NULL
107585,13510,NULL
105668,13516,NULL
239008,13516,NULL
165112,13520,NULL
228316,13523,NULL
200873,13524,NULL
165194,13531,NULL
101602,13532,NULL
184180,13532,NULL
174756,13539,NULL
188003,13540,NULL
420556,13541,NULL
170055,13543,NULL
190600,13549,NULL
242644,13560,NULL
190655,13563,NULL
190512,13569,NULL
419031,13583,NULL
158662,13584,NULL
230737,13597,NULL
164313,13613,NULL
451741,13617,NULL
236610,13626,NULL
153472,13652,NULL
198330,13658,NULL
199421,13659,NULL
240754,13661,NULL
112826,13667,NULL
190567,13667,NULL
242705,13670,NULL
154572,13677,NULL
154059,13679,NULL
191719,13688,NULL
170550,13692,NULL
168883,13694,NULL
486017,13700,NULL
153214,13704,NULL
190637,13704,NULL
113236,13711,NULL
237039,13715,NULL
208035,13720,NULL
201672,13729,NULL
234951,13736,NULL
227182,13738,NULL
165981,13743,NULL
190053,13746,NULL
114716,13752,NULL
113634,13754,NULL
227225,13758,NULL
210605,13763,NULL
190664,13768,NULL
166957,13771,NULL
460394,13773,NULL
109819,13774,NULL
236638,13775,NULL
380359,13776,NULL
433387,13790,NULL
128151,13796,NULL
190549,13802,NULL
226019,13804,NULL
110246,13806,NULL
158431,13806,NULL
494630,13812,NULL
236656,13817,NULL
155715,13819,NULL
489256,13827,NULL
218113,13829,NULL
194222,13836,NULL
460464,13844,NULL
240596,13846,NULL
491446,13850,NULL
239220,13853,NULL
203447,13869,NULL
229799,13870,NULL
189547,13872,NULL
484835,13883,NULL
123013,13885,NULL
137096,13888,NULL
121901,13890,NULL
141802,13897,NULL
236258,13899,NULL
106999,13911,NULL
179344,13911,NULL
105297,13921,NULL
434016,13921,NULL
242699,13925,NULL
155830,13928,NULL
136516,13931,NULL
163426,13943,NULL
190691,13948,NULL
240657,13949,NULL
188058,13960,NULL
376224,13965,NULL
218487,13982,NULL
384333,13985,NULL
201946,13990,NULL
242680,13992,NULL
408729,13998,NULL
221096,14010,NULL
197966,14017,NULL
243221,14035,NULL
366340,14046,NULL
193326,14048,NULL
233648,14048,NULL
166647,14058,NULL
199908,14058,NULL
180197,14060,NULL
170620,14066,NULL
242617,14069,NULL
198987,14072,NULL
236382,14098,NULL
493594,14100,NULL
493646,14100,NULL
190840,14105,NULL
239248,14110,NULL
192165,14125,NULL
235431,14125,NULL
101505,14127,NULL
243586,14135,NULL
132851,14143,NULL
173063,14154,NULL
241191,14166,NULL
219879,14170,NULL
446349,14173,NULL
190585,14189,NULL
208415,14197,NULL
159382,14207,NULL
242130,14209,NULL
238263,14210,NULL
250027,14212,NULL
153311,14220,NULL
153737,14222,NULL
241517,14223,NULL
440402,14226,NULL
170790,14229,NULL
102067,14232,NULL
180151,14234,NULL
420440,14235,NULL
217712,14246,NULL
227368,14250,NULL
154907,14251,NULL
209038,14253,NULL
200846,14260,NULL
154110,14264,NULL
190628,14285,NULL
485111,14286,NULL
185536,14288,NULL
247603,14289,NULL
493707,14300,NULL
133508,14309,NULL
443492,14312,NULL
251260,14324,NULL
199768,14345,NULL
198233,14349,NULL
395362,14349,NULL
237109,14350,NULL
178217,14367,NULL
218955,14375,NULL
160481,14386,NULL
215585,14389,NULL
167905,14391,NULL
174376,14410,NULL
239910,14418,NULL
173735,14422,NULL
188137,14437,NULL
226806,14440,NULL
234933,14448,NULL
491640,14450,NULL
243568,14451,NULL
104577,14462,NULL
235237,14465,NULL
236188,14466,NULL
104708,14471,NULL
240198,14472,NULL
127909,14480,NULL
154934,14481,NULL
130217,14482,NULL
174570,14482,NULL
199476,14483,NULL
134510,14488,NULL
240666,14494,NULL
204440,14496,NULL
209940,14515,NULL
483212,14518,NULL
240170,14520,NULL
161077,14522,NULL
198668,14533,NULL
196440,14550,NULL
148380,14559,NULL
375230,14564,NULL
102429,14567,NULL
207670,14568,NULL
198376,14580,NULL
145682,14596,NULL
199971,14600,NULL
203456,14606,NULL
234711,14610,NULL
122889,14618,NULL
139621,14618,NULL
175315,14626,NULL
223922,14628,NULL
436304,14628,NULL
139986,14629,NULL
148007,14638,NULL
244437,14638,NULL
214379,14640,NULL
200527,14646,NULL
442569,14657,NULL
215992,14658,NULL
227979,14659,NULL
218991,14680,NULL
106980,14685,NULL
384342,14705,NULL
106449,14710,NULL
123527,14713,NULL
197294,14719,NULL
112190,14724,NULL
153524,14724,NULL
199634,14734,NULL
105792,14737,NULL
434061,14742,NULL
206154,14768,NULL
172307,14796,NULL
382911,14796,NULL
440749,14796,NULL
491914,14800,NULL
114859,14803,NULL
191612,14805,NULL
234845,14805,NULL
101569,14811,NULL
364016,14813,NULL
243142,14816,NULL
243179,14817,NULL
183859,14824,NULL
439190,14832,NULL
239460,14835,NULL
193283,14843,NULL
484871,14850,NULL
491710,14850,NULL
413617,14856,NULL
164775,14877,NULL
194666,14878,NULL
173416,14879,NULL
173911,14879,NULL
235699,14884,NULL
235671,14885,NULL
241395,14892,NULL
488350,14900,NULL
235103,14911,NULL
101161,14915,NULL
126289,14919,NULL
210155,14924,NULL
172422,14928,NULL
237437,14944,NULL
237701,14947,NULL
236975,14948,NULL
490319,14958,NULL
160579,14960,NULL
203678,14964,NULL
154396,14973,NULL
105428,14974,NULL
461528,14977,NULL
112561,14989,NULL
155566,14992,NULL
173559,15009,NULL
437103,15010,NULL
364025,15018,NULL
420325,15018,NULL
110547,15019,NULL
139968,15024,NULL
124113,15037,NULL
211927,15040,NULL
167631,15042,NULL
160649,15051,NULL
240116,15054,NULL
183743,15060,NULL
209746,15063,NULL
247773,15067,NULL
155423,15070,NULL
204015,15072,NULL
444398,15092,NULL
127617,15093,NULL
240693,15093,NULL
202648,15100,NULL
186034,15135,NULL
234669,15151,NULL
160667,15152,NULL
235149,15154,NULL
183655,15170,NULL
104160,15171,NULL
231536,15175,NULL
190558,15176,NULL
200314,15179,NULL
220400,15189,NULL
174428,15200,NULL
200305,15205,NULL
110918,15210,NULL
207069,15213,NULL
154697,15231,NULL
173799,15246,NULL
222567,15251,NULL
188438,15276,NULL
491613,15300,NULL
110592,15307,NULL
105145,15328,NULL
134422,15356,NULL
200086,15379,NULL
491525,15380,NULL
223898,15385,NULL
232946,15391,NULL
200192,15396,NULL
245777,15400,NULL
105154,15405,NULL
493725,15415,NULL
188225,15422,NULL
179715,15428,NULL
179645,15436,NULL
207351,15443,NULL
172963,15446,NULL
190646,15448,NULL
125170,15451,NULL
173708,15455,NULL
492069,15469,NULL
450933,15491,NULL
210270,15492,NULL
230861,15502,NULL
238722,15507,NULL
486239,15520,NULL
162779,15531,NULL
158884,15542,NULL
492476,15546,NULL
461847,15550,NULL
177977,15574,NULL
219189,15575,NULL
160010,15581,NULL
105349,15589,NULL
153445,15608,NULL
129367,15618,NULL
195058,15629,NULL
202903,15632,NULL
198154,15634,NULL
482699,15645,NULL
206613,15648,NULL
189273,15650,NULL
175236,15652,NULL
159407,15664,NULL
239488,15666,NULL
174473,15669,NULL
105747,15681,NULL
206914,15685,NULL
125462,15687,NULL
198622,15692,NULL
212878,15730,NULL
461759,15730,NULL
157030,15750,NULL
132976,15755,NULL
126863,15774,NULL
117274,15778,NULL
125471,15783,NULL
207290,15803,NULL
482158,15822,NULL
118347,15841,NULL
191302,15845,NULL
178341,15867,NULL
241410,15895,NULL
191986,15896,NULL
235343,15907,NULL
161138,15932,NULL
180522,15933,NULL
123484,15938,NULL
218885,15944,NULL
199281,15952,NULL
420538,15957,NULL
161484,15968,NULL
219143,15983,NULL
451404,16000,NULL
243115,16016,NULL
187976,16024,NULL
380368,16024,NULL
413626,16033,NULL
429128,16047,NULL
136358,16053,NULL
414461,16104,NULL
180081,16111,NULL
454829,16125,NULL
236504,16129,NULL
112385,16142,NULL
151388,16144,NULL
180276,16155,NULL
187912,16164,NULL
156107,16169,NULL
153296,16181,NULL
191199,16187,NULL
161688,16209,NULL
218672,16216,NULL
153533,16233,NULL
204006,16237,NULL
161545,16251,NULL
173115,16285,NULL
214023,16307,NULL
102632,16310,NULL
216296,16310,NULL
240374,16320,NULL
205443,16327,NULL
173638,16333,NULL
117724,16343,NULL
195988,16351,NULL
186469,16353,NULL
229355,16364,NULL
207847,16367,NULL
484756,16367,NULL
128780,16369,NULL
243665,16381,NULL
112686,16383,NULL
208275,16391,NULL
163657,16400,NULL
131830,16417,NULL
109350,16422,NULL
228486,16487,NULL
117788,16506,NULL
141990,16556,NULL
234979,16567,NULL
449339,16569,NULL
201955,16610,NULL
173993,16613,NULL
127200,16622,NULL
230782,16622,NULL
198543,16623,NULL
485999,16648,NULL
151342,16667,NULL
207041,16681,NULL
176318,16700,NULL
243197,16727,NULL
151333,16738,NULL
193070,16750,NULL
476692,16750,NULL
180179,16755,NULL
160630,16762,NULL
227146,16776,NULL
494463,16800,NULL
482680,16816,NULL
140960,16819,NULL
237330,16824,NULL
117715,16826,NULL
172954,16828,NULL
155593,16847,NULL
118684,16849,NULL
490513,16850,NULL
225876,16854,NULL
196042,16856,NULL
141839,16868,NULL
157058,16885,NULL
154129,16895,NULL
200253,16896,NULL
175041,16897,NULL
155487,16901,NULL
200341,16919,NULL
142328,16922,NULL
209074,16930,NULL
173203,16947,NULL
161217,16948,NULL
173805,16948,NULL
192509,16950,NULL
125091,16951,NULL
181419,16957,NULL
242653,16965,NULL
109907,16983,NULL
120290,17095,NULL
127820,17112,NULL
476717,17120,NULL
182564,17129,NULL
484473,17148,NULL
363712,17200,NULL
199023,17206,NULL
117733,17215,NULL
218690,17224,NULL
181765,17240,NULL
196565,17250,NULL
233602,17258,NULL
126942,17261,NULL
108092,17288,NULL
217040,17300,NULL
229018,17323,NULL
114433,17336,NULL
111896,17346,NULL
155210,17358,NULL
199953,17363,NULL
108667,17384,NULL
490805,17408,NULL
208318,17417,NULL
151379,17421,NULL
110495,17424,NULL
154800,17439,NULL
237950,17464,NULL
243188,17476,NULL
423652,17508,NULL
240277,17509,NULL
240329,17514,NULL
203155,17538,NULL
487320,17547,NULL
448594,17552,NULL
219374,17554,NULL
161341,17586,NULL
192022,17591,NULL
138956,17614,NULL
237367,17639,NULL
120953,17656,NULL
449092,17665,NULL
175263,17668,NULL
206011,17676,NULL
110556,17683,NULL
192624,17687,NULL
194736,17700,NULL
200059,17708,NULL
138354,17716,NULL
177551,17740,NULL
204671,17747,NULL
204893,17748,NULL
367361,17754,NULL
210146,17755,NULL
237792,17759,NULL
217420,17761,NULL
188304,17772,NULL
174136,17782,NULL
162283,17787,NULL
180692,17790,NULL
110565,17791,NULL
241128,17792,NULL
230171,17802,NULL
127389,17835,NULL
261861,17845,NULL
193061,17850,NULL
194028,17864,NULL
157447,17869,NULL
475839,17877,NULL
172918,17880,NULL
405058,17881,NULL
241100,17887,NULL
207263,17889,NULL
187648,17897,NULL
175157,17922,NULL
207306,17928,NULL
206996,17960,NULL
240471,17971,NULL
201432,17973,NULL
153630,17982,NULL
444413,18000,NULL
127778,18040,NULL
220604,18056,NULL
207740,18066,NULL
155061,18111,NULL
223427,18123,NULL
240365,18125,NULL
383190,18142,NULL
433660,18151,NULL
173461,18178,NULL
484631,18184,NULL
139250,18200,NULL
197601,18200,NULL
445267,18200,NULL
183132,18214,NULL
240480,18217,NULL
107488,18248,NULL
240189,18252,NULL
123280,18260,NULL
214883,18260,NULL
111939,18264,NULL
127884,18270,NULL
155292,18270,NULL
440776,18287,NULL
199625,18290,NULL
228796,18291,NULL
187897,18299,NULL
488305,18330,NULL
185873,18337,NULL
199102,18348,NULL
135391,18367,NULL
139311,18374,NULL
177940,18374,NULL
447689,18387,NULL
117690,18393,NULL
192004,18398,NULL
127732,18400,NULL
191126,18403,NULL
367103,18404,NULL
113856,18405,NULL
107664,18410,NULL
490504,18425,NULL
204699,18450,NULL
200004,18462,NULL
436818,18464,NULL
119067,18472,NULL
197735,18476,NULL
113193,18498,NULL
149329,18500,NULL
118976,18505,NULL
161235,18521,NULL
131113,18524,NULL
198570,18540,NULL
207722,18540,NULL
170444,18547,NULL
484613,18562,NULL
